study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP107869,SRR5588559,Wenmai 19,SRR5588559,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP107869,SRR5588558,Wenmai 19,SRR5588558,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP107869,SRR5588557,Wenmai 19,SRR5588557,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP107869,SRR5588556,Wenmai 19,SRR5588556,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP107869,SRR5588555,Wenmai 19,SRR5588555,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP107869,SRR5588554,Wenmai 19,SRR5588554,Illumina HiSeq 4000,geminated of 2 days,PO:0007057,seed germination stage,root,PO_0009005,root ,NA,NA,NA
SRP076477,SRR3659900,,SRR3659900,Illumina HiSeq 2000,glume primordium differentiation stage,,,SPIKE TISSUE,PO:0009049,inflorescence,NA,NA,NA
SRP076477,SRR3659899,,SRR3659899,Illumina HiSeq 2000,glume primordium differentiation stage,,,SPIKE TISSUE,PO:0009049,inflorescence,NA,NA,NA
ERP118497,ERR3668578,Cadenza,Sample 8_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668577,Cadenza,Sample 7_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668576,Cadenza,Sample 6_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668575,Cadenza,Sample 5_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668574,Cadenza,Sample 4_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668573,Cadenza,Sample 3_p,Illumina HiSeq 2500,grain fill 10 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668584,Cadenza,Sample 14_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668583,Cadenza,Sample 13_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668582,Cadenza,Sample 12_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668581,Cadenza,Sample 9_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668580,Cadenza,Sample 11_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668579,Cadenza,Sample 10_p,Illumina HiSeq 2500,grain fill 14 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668586,Cadenza,Sample 2_p,Illumina HiSeq 2500,grain fill 6 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
ERP118497,ERR3668585,Cadenza,Sample 1_p,Illumina HiSeq 2500,grain fill 6 days post anthesis,PO_0001170,seed development stage,caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP095684,SRR5131673,Zubkov,SRR5131673,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131672,Zubkov,SRR5131672,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131670,Zubkov,SRR5131670,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131669,Zubkov,SRR5131669,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131666,Atay 85,SRR5131666,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131663,Atay 85,SRR5131663,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131659,Atay 85,SRR5131659,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131657,Atay 85,SRR5131657,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Grain,PO_0009010,seed,NA,NA,NA
SRP095684,SRR5131679,Atay 85,SRR5131679,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131678,Zubkov,SRR5131678,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131676,Zubkov,SRR5131676,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131675,Atay 85,SRR5131675,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131674,Atay 85,SRR5131674,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131668,Atay 85,SRR5131668,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131664,Zubkov,SRR5131664,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131658,Zubkov,SRR5131658,Illumina HiSeq 4000,grain filling,PO_0001170,seed development stage,Leaf,PO_0025034,leaf,NA,NA,NA
SRP095684,SRR5131677,Atay 85,SRR5131677,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131671,Zubkov,SRR5131671,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131667,Atay 85,SRR5131667,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131665,Zubkov,SRR5131665,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131662,Atay 85,SRR5131662,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131661,Atay 85,SRR5131661,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131660,Zubkov,SRR5131660,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP095684,SRR5131656,Zubkov,SRR5131656,Illumina HiSeq 4000,Grain filling,PO_0001170,seed development stage,Root,PO_0009005,root ,NA,NA,NA
SRP148475,SRR7185077,Triticum aestivum L. cv. Guizi 1,GZ1_D,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,Drought,PECO:0007404,drought environment exposure
SRP148475,SRR7185079,Triticum aestivum L. cv. Guizi 1,GZ1_M,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,hormone,,
SRP148475,SRR7185078,Triticum aestivum L. cv. Guizi 1,GZ1_RL,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,wounding,,
SRP148475,SRR7185081,Triticum aestivum L. cv. Guizi 2,GZ2_25,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP148475,SRR7185080,"Triticum aestivum L. cv. Guizi 2\,",GZ2_15,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP148475,SRR7185076,Triticum aestivum L. cv. Guizi 1,GZ1_35,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP148475,SRR7185075,Triticum aestivum L. cv. Guizi 1,GZ1_25,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP148475,SRR7185074,"Triticum aestivum L. cv. Guizi 1\,Triticum aestivum L. cv. Guizi 2\,Triticum aestivum L. cv. Guinong 19",GZ1_15,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP148475,SRR7185073,Triticum aestivum L. cv. Guinong 19,GN19,Illumina HiSeq 4000,grain filling stage,PO_0001170,seed development stage,grain,PO_0009010,seed,NA,NA,NA
SRP102636,SRR5383964,Luyuan502,SRR5383964,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP102636,SRR5383963,Luyuan502,SRR5383963,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP102636,SRR5383962,Luyuan502,SRR5383962,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP102636,SRR5383961,Luyuan502,SRR5383961,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP102636,SRR5383960,Luyuan502,SRR5383960,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP102636,SRR5383959,Luyuan502,SRR5383959,Illumina HiSeq 2500,Grain formation,PO_0001170,seed development stage,ear,,,NA,NA,NA
SRP211949,SRR9595724,HD2967_R1,LIB28225,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP211949,SRR9595723,HD2967_R2,LIB28226,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP211949,SRR9595722,Mutant wheat_R1,LIB28227,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP211949,SRR9595721,Mutant wheat_R2,LIB28228,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP211949,SRR9595720,Mutant wheat_HSR1,LIB28229,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP211949,SRR9595719,Mutant wheat_HSR2,LIB28230,Illumina HiSeq 4000,Grain-filling 100 Days,PO_0001170,seed development stage,"Leaf\, Stem\, Root\, Spike",,,NA,NA,NA
SRP162111,SRR7876216,Triticum aestivum L. cv. ZK001,ZK01-2,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP162111,SRR7876215,Triticum aestivum L. cv. ZK001,ZK01-3,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP162111,SRR7876214,Triticum aestivum L. cv. Yumai 18,WT-1_SRP162111,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP162111,SRR7876213,Triticum aestivum L. cv. Yumai 18,WT-2_SRP162111,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP162111,SRR7876212,Triticum aestivum L. cv. Yumai 18,WT-3_SRP162111,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP162111,SRR7876211,Triticum aestivum L. cv. ZK001,ZK01-1,Illumina HiSeq 2000,Green anther stage,PO_0001004,anther development stage,Spikelet,PO_0009051,spikelet,NA,NA,NA
SRP136933,SRR6926436,"HUW-234\,AM-175\, AM-177",F_AM-175,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926435,"HUW-234\,AM-175\, AM-177",F_AM-177,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926434,"HUW-234\,AM-175\, AM-177",F_HUW-234,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926433,"BHU-3\, BHU-35\,BHU-22\,BHU-24",F_BHU_22,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926432,"BHU-3\, BHU-35\,BHU-22\,BHU-24",F_BHU_24,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926431,"BHU-3\, BHU-35\,BHU-22\,BHU-24",F_BHU_3,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP136933,SRR6926430,"BHU-3\, BHU-35\,BHU-22\,BHU-24",F_BHU_35,Illumina HiSeq 2500,Growth stage 60,,,Leaves tissue,PO_0025034,leaf,NA,NA,NA
SRP067916,SRR3068387,Chinese Spring,SRR3068387,Illumina HiSeq 2500,Heading stage,PO_0007041,inflorescence emergence stage,Flag leaf,PO_0020103,flag leaf ,NA,NA,NA
SRP157960,SRR7694625,Liaonchu10,LC10-3-rep1,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694624,Liaonchu10,LC10-3-rep2,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694619,Liaonchu10,LC10-2-rep1,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694618,Liaonchu10,LC10-2-rep2,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694617,Liaonchu10,Tacpa-2A2B2d-rep1,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694616,Liaonchu10,Tacpa-2A2B2d-rep2,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694615,Liaonchu10,KO-2-rep2,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694614,Liaonchu10,KO-2-rep3,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694613,Liaonchu10,LC10-3-rep3,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694612,Liaonchu10,KO-2-rep1,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694611,Liaonchu10,KO-7-rep3,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694610,Liaonchu10,KO-7-rep1,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP157960,SRR7694609,Liaonchu10,KO-7-rep2,Illumina HiSeq 2500,heading stage,PO_0007041,inflorescence emergence stage,Lamina joint,,,NA,NA,NA
SRP187935,SRR8699029,Ning7840,Ning7840_N0,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699028,Ning7840,Ning7840_N2,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699027,Ning7840,Ning7840_N4,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699026,Ning7840,Dlm1_N0,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699025,Ning7840,Dlm1_N2,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699024,Ning7840,Dlm1_N4,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699023,Ning7840,Dlm2_N0,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699022,Ning7840,Dlm2_N2,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP187935,SRR8699021,Ning7840,Dlm2_N4,Illumina HiSeq 2000,heading stage,PO_0007041,inflorescence emergence stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP133980,SRR6808222,dwarf1_2,L12,Illumina HiSeq 4000,heading stage Z49,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808221,dwarf1_1,L11,Illumina HiSeq 4000,heading stage Z49,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808220,tall1_1,H11,Illumina HiSeq 4000,heading stage Z49,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808217,tall1_2,H12,Illumina HiSeq 4000,heading stage Z49,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808224,dwarf2_2,L22,Illumina HiSeq 4000,heading stage Z55,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808223,dwarf2_1,L21,Illumina HiSeq 4000,heading stage Z55,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808219,tall2_2,H22,Illumina HiSeq 4000,heading stage Z55,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP133980,SRR6808218,tall2_1,H21,Illumina HiSeq 4000,heading stage Z55,PO_0007041,inflorescence emergence stage,peduncle sample,PO_0009053,peduncle,NA,NA,NA
SRP187343,SRR8658948,Xiaoyan-6,YS15-1,Illumina HiSeq 2500,heading stages,PO_0007041,inflorescence emergence stage,spike from wheat plants at heading stages replicate 1,PO:0009049,inflorescence,NA,NA,NA
SRP187343,SRR8658947,Xiaoyan-6,YS15-2,Illumina HiSeq 2500,heading stages,PO_0007041,inflorescence emergence stage,spike from wheat plants at heading stages replicate 2,PO:0009049,inflorescence,NA,NA,NA
SRP186711,SRR8616657,Chinese Spring,CS-CK_l,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616656,Chinese Spring,CS-CK_k,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616655,Chinese Spring,CS-CK_j,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616654,Chinese Spring,CS-BRZ_i,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616653,Chinese Spring,CS-BRZ_h,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616652,Chinese Spring,CS-BRZ_g,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616651,Chinese Spring,CS-BR2_f,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616650,Chinese Spring,CS-BR2_e,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616649,Chinese Spring,CS-BR2_d,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616648,Chinese Spring,CS-BR1_c,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616647,Chinese Spring,CS-BR1_b,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP186711,SRR8616646,Chinese Spring,CS-BR1_a,Illumina HiSeq 2500,In seedling stage,PO_0007131,seedling development stage,roots,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596415,Ardila,5WLD2,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596414,Ardila,5WLD1,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596405,Ardila,5WOU2,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596404,Ardila,5WOU1,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596403,Ardila,5WLU2,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596402,Ardila,5WLU1,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596401,Ardila,5WOD2,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596400,Ardila,5WOD1,Illumina HiSeq 4000,Jointing 5 weeks,,,root,PO_0009005,root ,NA,NA,NA
SRP124333,SRR6262186,Jing411,WT-3_SRP124333,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262185,Jing411 mutant 4,dm4-2,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262184,Jing411 mutant 4,dm4-3,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262183,Jing411,WT-1_SRP124333,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262182,Jing411,WT-2_SRP124333,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262181,Jing411 mutant 3,dm3-1,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262180,Jing411 mutant 3,dm3-2,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262179,Jing411 mutant 2,dm2-2,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262178,Jing411 mutant 2,dm2-3,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262177,Jing411 mutant 1,dm1-3,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262176,Jing411 mutant 2,dm2-1,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262175,Jing411 mutant 1,dm1-1,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262174,Jing411 mutant 1,dm1-2,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262173,Jing411 mutant 3,dm3-3,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP124333,SRR6262172,Jing411 mutant 4,dm4-1,Illumina HiSeq 4000,jointing stage,,,stem,PO_0009047,stem,NA,NA,NA
SRP198337,SRR9051326,Bread and winter wheat,QE1467_180206_Sample_565-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051325,Bread and winter wheat,QE1467_Sample_Nimbus10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051324,Bread and winter wheat,QE1467_Sample_Nimbus10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051323,Bread and winter wheat,QE1467_Sample_Nimbus10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051322,Bread and winter wheat,QE1467_Sample_Nimbus-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051321,Bread and winter wheat,QE1467_Sample_Nimbus-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051320,Bread and winter wheat,QE1467_Sample_Nimbus-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051319,Bread and winter wheat,QE1467_Sample_565-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051318,Bread and winter wheat,QE1467_Sample_565-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051317,Bread and winter wheat,QE1467_Sample_565-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
